"Timestamp","When was the last time you watched a movie?","How often do you watch movies (In a Month)?","Most of the movies you wanted to watch was because of...","How often do you go to the Cinema?","What is your favorite movie?","Why would someone want to watch this movie?","What do you like most about your favorite movie?","What's the genre of your favorite movie?","Are there any movie genres that you think are underrated or underappreciated?","1 = Least Favorite
5 = Most Favorite [Action]","1 = Least Favorite
5 = Most Favorite [Adventure]","1 = Least Favorite
5 = Most Favorite [Comedy]","1 = Least Favorite
5 = Most Favorite [Drama]","1 = Least Favorite
5 = Most Favorite [Romance]","1 = Least Favorite
5 = Most Favorite [Horror]","1 = Least Favorite
5 = Most Favorite [Sci-fi or Fantasy]","1 = Least Favorite
5 = Most Favorite [Musical]","1 = Least Favorite
5 = Most Favorite [Family]","Do you usually research a new movie before watching it?","If Yes, Which of the following sources do you use?","Which form of Movie Advertising do you find most effective?","How often does a movie disappoint your expectations?","1 = Least Important
5 = Most Important [Cast]","1 = Least Important
5 = Most Important [Genre]","1 = Least Important
5 = Most Important [Director]","1 = Least Important
5 = Most Important [Studio]","1 = Least Important
5 = Most Important [Reviews]","1 = Least Important
5 = Most Important [Quality of Story]","Where do you usually watch movies","When do you usually decide which movie you are going to see?","Most of the movies you wanted to watch was because of...","When going to the Cinema, you usually go..","Who do you usually go to the cinema with?","What do you usually do if you arrive to the Cinema and your movie has been sold out?","Do the Seats and Snacks of the Cinema usually have an effect on how much you enjoy a movie?","Why do you prefer watching movies at home instead of going to the cinema?","What's the genre you prefer watching home?","What kind of setup do you have for watching movies at home? Do you have a special room or equipment?","Where do you usually watch movies home?","What's your favorite Streaming Platform? (Where do you usually download movies)","What is your Student ID?","What is your Age?","Are you a Student in FCDS?","If Yes, What's your major (Department)?","If No, What's your college major?","Please select your Gender.","Please let us know if you have any comments or suggestions on how we can improve this survey.","","","","","","","","","","","","","","","",""
"2023/04/30 2:32:38 AM GMT+3","This month","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","تيمور و شفيقه","ادينا بنتسلي","Quality of Story","Drama;Romance;كل حاجه و أي حاجه معنديش شخصيه🤓","مش عارفه","1","2","3","5","5","1","1","1","1","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","1","1","3","3","3","4","Home","","","","","","","مش عارفه بردو ","Comedy;Drama;Romance","انا عايزه انام","Downloaded from the Internet","إيه دا؟","1246","20","No","","انا ف كليه اداب","Female","","","","","","","","","","","","","","","","",""
"2023/04/30 4:21:01 PM GMT+3","Less than a week","Less than once","Friends Recommendations","I don't go to the Cinema","Plane, v for vendetta ","For fun 🙈","Quality of Story","Action;Adventure;Comedy;Sci-fi or Fantasy","I have no idea","3","4","2","1","2","2","4","1","1","Sometimes","Internet Sites;Critical Reviews","Viral Videos","Usually","4","4","4","2","4","5","Home","","","","","","","I love home ","Action;Adventure;Comedy;Sci-fi or Fantasy;Family","Just tv or my laptop with popcorn ","Downloaded from the Internet","egybest","20201475688","20","Yes","Data Science (General)","","Female","Great work ♥️","","","","","","","","","","","","","","","",""
"2023/04/30 4:36:44 PM GMT+3","This month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Harry potter","As it allows us to transport ourselves from our lives into something that brings us a sense of great comfort, love, and friendship","Quality of Story","Adventure;Horror;Sci-fi or Fantasy","No","2","5","3","5","2","3","5","1","2","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Viral Videos","Sometimes","4","4","1","1","5","5","In the Cinema","Before going to the Cinema","Trailers","Weekend - Evening","Family","Watch another movie","Yes","","","","","","","20","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/30 4:38:47 PM GMT+3","This month","Once or twice","Friends Recommendations","Once or Twice a year","Interstellar","Maybe because he is interested in astronomy and quantum physics. Also the music is absolutely masterpiece.","Directing","Sci-fi or Fantasy","Mystery ","3","4","2","5","3","3","5","1","2","Sometimes","Internet Sites;TV Entertainment Programs;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","3","5","3","3","4","Home","","","","","","","Not all movies are worth watching at the cinema.","Action;Adventure;Drama;Romance;Horror;Sci-fi or Fantasy","Simply in my bedroom at night with my brother or friend.","Downloaded from the Internet","Netflix","","20","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/30 6:52:22 PM GMT+3","I don't watch movies often","Once or twice","Friends Recommendations","Once or Twice a year","Divergent","If someone like adventure movies , he will like to watch it.","Quality of Story","Adventure;Romance","No","1","5","3","4","4","2","4","1","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","5","2","2","5","5","Home","","","","","","","I like watching movies at home because I feel more free and can control the volume and take a break anytime I want.","Adventure;Drama;Romance","I prepare snacks popcorn and nescafe.","Downloaded from the Internet","","","21","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/30 8:07:25 PM GMT+3","Less than a week","Once or twice","Friends Recommendations","Once or Twice a year","shutter island","Because it starred the Leonardo DiCaprio and it has a great plot twist","Quality of Story","Adventure","drama","5","5","5","2","1","1","4","1","4","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","5","3","3","4","5","Home","","","","","","","because the cenima is cost and far from my home","Action;Adventure;Comedy","i have a laptop. yes i have my room","Downloaded from the Internet","mycima and egybest ","20201495517 ","21","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/30 8:38:14 PM GMT+3","This month","Once or twice","Trailers","I don't go to the Cinema","Sonic the hedgehog ","To entertain himself ","Genre","Adventure;Comedy","No","5","5","3","3","4","1","3","2","5","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Never","3","5","1","1","4","3","Home","","","","","","","To watch it with the family ","Action;Adventure;Family","Yes there os a special room","Downloaded from the Internet","Egybest ","20221446413","20","Yes","Data Science (General)","","Female","The survey is impressive ","","","","","","","","","","","","","","","",""
"2023/04/30 8:49:33 PM GMT+3","This month","Three or four times","Friends Recommendations","I don't go to the Cinema","Shawshank Redemption","Has a very good story","Quality of Story","Action;Adventure;Drama;Horror","Nope","3","4","1","5","1","4","1","1","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","4","5","3","3","4","5","Home","","","","","","","Lazy, also more Comfortable at home","Action;Adventure;Drama;Horror","No just a regular tv","Downloaded from the Internet","Netflix ","20221060922","19","Yes","Data Science (General)","","Male","","","","","","","","","","","","","","","","",""
"2023/04/30 8:54:38 PM GMT+3","Less than a week","Once or twice","Friends Recommendations","Once or Twice a year","حرب كرموز ","أمير كرارة","Quality of Story","Action;Adventure;Comedy;Drama","No answer ","5","5","4","4","3","2","2","2","2","Sometimes","Critical Reviews","Viral Videos","Usually","5","5","4","4","3","2","Home","","","","","","","Not tired","Action;Adventure;Comedy;Drama","No answer ","On TV","No answer ","20221370972","20","Yes","Data Science (General)","No answer ","Male","","","","","","","","","","","","","","","","",""
"2023/04/30 8:55:36 PM GMT+3","Less than a week","Three or four times","Friends Recommendations","Once a month","Comedy movies and horror ","It gives people an opportunity to look at humor in ","Quality of Story","Action;Comedy;Horror","Family ","5","3","5","3","3","5","4","3","1","Yes","Internet Sites;Friends' Opinions (who already watched it)","Print Advertising (Posters + Ads in Newspapers & Magazines)","Sometimes","4","3","5","3","4","5","Home","","","","","","","More comfortable ","Action;Comedy;Horror","No","Downloaded from the Internet","","20221449583","20","Yes","Data Science (General)","","Male","Very beautiful ❤️ good luck ❤️","","","","","","","","","","","","","","","",""
"2023/04/30 8:57:04 PM GMT+3","This month","Three or four times","Social Media (Viral Videos)","Once or Twice a year","The shawshank redemption ","Interesting movie and good cast","Quality of Story","Drama","Family","3","4","5","4","2","1","5","2","5","Sometimes","Internet Sites;Critical Reviews","Internet Sites (including Facebook 'fan' pages)","Sometimes","4","5","1","1","4","4","Home","","","","","","","Movies I want to watch are not always fun in cinemas ","Adventure;Comedy;Drama;Sci-fi or Fantasy;Family","No","Downloaded from the Internet","Akwam","20221462934","20","Yes","Data Science (General)","","Female","Very good job! 
عادل إمام 😉","","","","","","","","","","","","","","","",""
"2023/04/30 9:08:07 PM GMT+3","This month","Once or twice","Friends Recommendations","Once or Twice a year","Five feet a part ","I love it ","Quality of Story","Action;Drama;Romance;Horror;Sci-fi or Fantasy","Musical ","5","4","3","5","5","5","4","2","3","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","3","3","3","4","Home","","","","","","","More comfortable ","Action;Drama;Romance;Horror;Sci-fi or Fantasy","my room ","Downloaded from the Internet","Netflix ","","20","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/04/30 9:43:55 PM GMT+3","Less than a week","Three or four times","Social Media (Viral Videos)","I don't go to the Cinema","Unforgivable, v for vendetta, the sound of music ","..","Acting","Action;Drama;Musical","..","4","4","3","5","3","2","4","5","3","Yes","Internet Sites","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","1","3","1","1","4","4","Home","","","","","","","I don't like cinema because alot of people are there","Action;Drama;Musical","My cima ","Downloaded from the Internet","Mycima, egybest in the past","","20","No","","Sience","Female","","","","","","","","","","","","","","","","",""
"2023/04/30 11:31:23 PM GMT+3","Less than a week","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","The maze runner and the call","Both are from mystery movies which are interesting, pique our curiosity and imagenation","Acting","Adventure;Comedy;Drama;Romance;Sci-fi or Fantasy;Thriller and mystery ","Musical","2","3","5","3","4","1","3","1","1","Yes","Internet Sites;Critical Reviews","Viral Videos","Usually","3","5","2","1","4","5","Home","","","","","","","More quite, can stop movie as i can and rewatch it many times without much cost","Adventure;Comedy;Romance;Sci-fi or Fantasy;Thriller and mystery ","Mobile or tablet . No, l don't have, any where in my home is good","Downloaded from the Internet","Websites like Egybest or telegram ","","20","Yes","Data Science (General)","","Female","The updated questionnaire is very good more than the old one, you improved it well","","","","","","","","","","","","","","","",""
"2023/05/01 4:12:47 AM GMT+3","Less than a week","Less than once","Social Media (Viral Videos)","I don't go to the Cinema","Harry Potter ","Very fantastic and wonderful","Quality of Story","Adventure;Drama;Sci-fi or Fantasy","Science fiction and adventure","1","5","4","4","4","3","5","2","2","Yes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","5","2","2","4","5","Home","","","","","","","Cinema is expensive and home is cozy to watch while eating snacks and sitting comfortably ","Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy;Musical;Family","No just tv","Downloaded from the Internet","Egybest الله يفك أسرهم 😂","20221441791","20","Yes","Data Science (General)","Freelance Graphic Designer","Female","Thank you for the great survey and تعديلات يا بشوات ♥️♥️♥️","","","","","","","","","","","","","","","",""
"2023/05/01 1:14:14 PM GMT+3","Less than a week","Three or four times","كل ما سبق ","I don't go to the Cinema","Train to busan","To cry on the end","Acting","Horror","Forgotten, insidious","2","1","3","2","1","3","2","2","2","Yes","Internet Sites;Critical Reviews","Viral Videos","Sometimes","3","5","3","3","4","5","Home","","","","","","","To prepare my favourite environment for watching ","Action;Adventure;Comedy;Horror","Smart TV or laptop","Downloaded from the Internet","Egybest?👉👈","22011632","20","Yes","Data Science (General)","","Female","I really enjoyed your survey and that's not usual. Best of luck !!","","","","","","","","","","","","","","","",""
"2023/05/01 5:15:56 PM GMT+3","Last Month","Once or twice","Friends Recommendations","Once or Twice a year","The martian","In my opinion, it teaches a lot about how you should be insisted on doing whatever you want and don't let anything that happens around you hinders you and that you can survive through any circumstances ","Quality of Story","Drama;Horror","No I don't think that there's something underrated ","3","3","2","4","3","5","1","1","2","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Trailers (Screened at Cinemas + on TV/Radio)","Usually","5","5","2","1","5","5","Home","","","","","","","So that whenever I want to watch a movie it's easy، I don't have to wait some time so that I'm able to go to the cinema ","Drama;Romance;Horror","No","Downloaded from the Internet","Wherever i find movies","20201378673","21","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/05/01 6:50:10 PM GMT+3","This month","Once or twice","Social Media (Viral Videos)","Once or Twice a year","Me before you","Nice movie","Quality of Story","Comedy;Drama;Romance;Family","Family","3","4","5","5","5","4","3","3","5","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","3","3","5","5","Home","","","","","","","No reason","Comedy;Drama;Romance;Family","Snacks","Downloaded from the Internet","Egybest","20221444910","20","Yes","Data Science (General)","","Female","Good job","","","","","","","","","","","","","","","",""
"2023/05/02 9:17:15 PM GMT+3","Less than a week","Less than once","Internet Sites","I don't go to the Cinema","I don't have a favourite movie ","It depends","Quality of Story","Adventure;Drama;Romance","No, there are not","3","4","3","4","3","1","3","3","3","Yes","Internet Sites;Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Almost Always","3","4","2","1","4","4","Home","","","","","","","I can watch any movie i want at the time i want","Adventure;Drama;Romance","No","Downloaded from the Internet","","","19","Yes","Data Science (General)","","Male","3aaa4 ya 4bab","","","","","","","","","","","","","","","",""
"2023/05/03 12:38:12 AM GMT+3","Less than a week","Once or twice","Social Media (Viral Videos)","I don't go to the Cinema","pride&prejudice ","A very classic romantic story ","Quality of Story","Romance","musical films","3","3","4","2","3","4","4","1","4","No","","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","1","1","5","5","Home","","","","","","","more comfortable to me ","Adventure;Comedy;Romance;Horror;Sci-fi or Fantasy","I watch in my bed room with popcorn ","On TV","","20221461986","19","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/05/03 4:59:14 AM GMT+3","Less than a week","Less than once","Friends Recommendations","I don't go to the Cinema","Marvel movies ","Acting, directing, story and visual effects are very good ","Acting","Action;Comedy;Romance","Musical and Historical","5","3","5","4","4","1","2","2","4","Sometimes","Internet Sites;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","1","3","3","5","Home","","","","","","","Because there is no noise in the house and this makes me feel more enjoying the movie","Action;Comedy;Romance;Family","nothing","Downloaded from the Internet","Egybest","20221452894 ","20","Yes","Data Science (General)","","Female","Perfect💙💙","","","","","","","","","","","","","","","",""
"2023/05/03 4:03:29 PM GMT+3","Last Month","Once or twice","Friends Recommendations","Once or Twice a year","Red notice ","It has a new idea","Acting","Action;Adventure;Comedy;Drama;Romance","Yes","5","5","5","2","2","3","2","1","2","Yes","Critical Reviews","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","4","3","3","5","5","Home","","","","","","","Because that I can watch any time I want and it cheaper than cinema ","Action;Adventure;Comedy;Sci-fi or Fantasy","Comedy and Action in my room","Downloaded from the Internet","Egybest","22063","19","No","","Faculty of nursing ","Female","","","","","","","","","","","","","","","","",""
"2023/05/03 7:07:44 PM GMT+3","Last Month","Once or twice","Friends Recommendations","I don't go to the Cinema","The age of adaline","Because it is an amazing film ","Quality of Story","Comedy;Drama;Romance;Horror;Family","No","2","2","3","3","1","1","3","1","1","Yes","Internet Sites","Trailers (Screened at Cinemas + on TV/Radio)","Sometimes","1","4","1","1","1","1","Home","","","","","","","Githoffko","Action;Adventure;Comedy;Drama;Romance;Horror;Sci-fi or Fantasy;Musical;Family","Hi the fciy","Downloaded from the Internet","Yuvdukvd","2","18 or younger","No","Media","Rhdf","Female","Gghauxb","","","","","","","","","","","","","","","",""
"2023/05/03 8:39:42 PM GMT+3","Last Month","Less than once","Friends Recommendations","I don't go to the Cinema","The swimmers ","Real movie ","Quality of Story","Comedy","I don't think ","2","2","5","4","4","2","1","1","5","Yes","Internet Sites","Internet Sites (including Facebook 'fan' pages)","Sometimes","5","5","1","1","1","3","Home","","","","","","","More comfortable ","Comedy;Drama;Romance;Family","No","Downloaded from the Internet","Any thing","20221461989","19","Yes","Data Science (General)","","Female","","","","","","","","","","","","","","","","",""
"2023/05/03 9:29:10 PM GMT+3","Last Month","Once or twice","Internet Sites","Once or Twice a year","interstellar / A walk to remember / silent voice","Because they have a variety of special feelingss","Quality of Story","Comedy;Drama;Romance;Sci-fi or Fantasy","Psychological / ","2","3","4","5","5","1","5","3","4","Yes","Critical Reviews;Friends' Opinions (who already watched it)","Internet Sites (including Facebook 'fan' pages)","Sometimes","3","5","2","1","5","5","Home","","","","","","","Going to cinema costs a lot","Drama;Romance;Sci-fi or Fantasy","Setting in my room , turn off the light  and have a drink and any thing to eat","Downloaded from the Internet","Telegram / egybest","2022","20","No","","Faculty of nursing ","Female","","","","","","","","","","","","","","","","",""
